title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type,stars_list,genre_list,rating_norm,runtime_norm
A Christmas for the Books,,90.0,5.2,,"Comedy, Drama, Romance",2018.0,A relationship expert is tasked with planning a Christmas gala in the hopes of landing her own TV show.,Letia Clouston,"Chelsea Kane, Drew Seeley, Chad Connell, Gary Brennan, ","1,027",,"https://m.media-amazon.com/images/M/MV5BMjRkY2FiNGItMWU2OS00ZTU0LTlhMGYtM2VmMzU3NTZkZTg3XkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Chelsea Kane', 'Drew Seeley', 'Chad Connell', 'Gary Brennan']","['Comedy', 'Drama', 'Romance']",0.49367088607594944,0.4494949494949495
Christmas All Over Again,PG,78.0,3.7,,"Comedy, Family",2016.0,"A mischievous, swag-obsessed boy must overcome his inner Scrooge, or remain caught in a cycle where everyday is a Christmas without presents.",Christy Carlson Romano,"Sean Ryan Fox, Armani Jackson, Christy Carlson Romano, Amber Frank, ",314,,"https://m.media-amazon.com/images/M/MV5BZWJkN2YyOTktYjQ2NC00NDZmLWI1NTEtOWY1MmU3MGNjMTAwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MTI0MDc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Sean Ryan Fox', 'Armani Jackson', 'Christy Carlson Romano', 'Amber Frank']","['Comedy', 'Family']",0.30379746835443044,0.3888888888888889
Jingle Around the Clock,TV-G,90.0,6.5,,"Comedy, Romance",2018.0,"Elle's plans for Christmas reunion are thwarted by work. In order to get a career-altering promotion she's forced to team up with advertising campaign 'fixer' Max, who has a completely different take on the Holidays.",Paul Ziller,"Brooke Nevin, Michael Cassidy, Jeremy Guilbaut, Andrea Brooks, ","1,528",,"https://m.media-amazon.com/images/M/MV5BYWRmNzA0MDMtZWZmMi00NzY5LTg5OWYtYjc3OWZhYzExNzdhXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Brooke Nevin', 'Michael Cassidy', 'Jeremy Guilbaut', 'Andrea Brooks']","['Comedy', 'Romance']",0.6582278481012659,0.4494949494949495
Homemade Christmas,TV-PG,85.0,5.8,,"Comedy, Drama, Romance",2020.0,"Megan uses the weeks leading up to every Christmas to help around with any Christmas-related tasks. When the opportunity arrives to save a Christmas party and dazzle her crush, she must choose between the man of her dreams and Mr. Right.",Adrian Langley,"Michelle Argyris, Travis Nelson, Marcello Di Fruscia, Tiara Johnny, ",706,,"https://m.media-amazon.com/images/M/MV5BMDdhNWZjNjctZWNlMS00MmY3LTk4NzQtNGRmOGFkNzVmNTVmXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Michelle Argyris', 'Travis Nelson', 'Marcello Di Fruscia', 'Tiara Johnny']","['Comedy', 'Drama', 'Romance']",0.569620253164557,0.42424242424242425
The Christmas Temp,TV-PG,87.0,5.5,,"Comedy, Romance",2019.0,"An out-of-work artist discovers a special Christmas temp agency that matches her with a handful of festive jobs, but falls into a creative rut while juggling holiday preparations and feelings for the agency's HR manager.",Bill Corcoran,"Sara Canning, Robin Dunne, Farrah Aviva, Julian Richings, ",471,,"https://m.media-amazon.com/images/M/MV5BYzgzODk2MGEtNDBiYS00ZmI0LTg1ZDQtZDViNzEwNmQzZDI1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Sara Canning', 'Robin Dunne', 'Farrah Aviva', 'Julian Richings']","['Comedy', 'Romance']",0.5316455696202532,0.43434343434343436
Christmas on Repeat,,89.0,5.3,,"Comedy, Drama, Romance",2022.0,"An ad executive gets more than she bargained for when Santa grants her wish for a Christmas do-over, and she realizes she's been missing precious time with her family.",Lindsay Hartley,"Jennifer Taylor, Gary Poux, Matthew Lawrence, Julia Terranova, ",219,,"https://m.media-amazon.com/images/M/MV5BM2U2NzBjMDItMjE2MS00NWVkLWFkNzYtYTQzNzJlYTUwMDI4XkEyXkFqcGdeQXVyNTQyODQ0ODA@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Jennifer Taylor', 'Gary Poux', 'Matthew Lawrence', 'Julia Terranova']","['Comedy', 'Drama', 'Romance']",0.5063291139240507,0.4444444444444444
Christmas Harmony,TV-PG,85.0,6.3,,"Comedy, Drama, Music",2018.0,"A successful songwriter returns to her small hometown to rediscover music, family bonds and the magic of the Christmas season.",Nanea Miyata,"Kelley Jakle, Adam Mayfield, Peter Porte, Aden Schwartz, ",766,,"https://m.media-amazon.com/images/M/MV5BMTkwNTQ4NTUtOTBlYi00ZGEwLWJkMTYtM2NlMzVlNGQ3N2FmXkEyXkFqcGdeQXVyOTA5MjY3ODM@._V1_UY209_CR5,0,140,209_AL_.jpg",Movie,"['Kelley Jakle', 'Adam Mayfield', 'Peter Porte', 'Aden Schwartz']","['Comedy', 'Drama', 'Music']",0.6329113924050633,0.42424242424242425
Christmas Belles,TV-14,85.0,6.1,,Comedy,2019.0,"Despite being successful in their careers, two 30-something BFFs never stop hearing that they both need a man before it's too late. When a handsome pastor arrives just in time to kick off ...                See full summary »",Terri J. Vaughn,"Raven Goodwin, DomiNque Perry, Omar Gooding, Mark Taylor, ",170,,"https://m.media-amazon.com/images/M/MV5BNjFhZTNjZjYtMjY2YS00Njc4LTk5NDYtOTlkMWU3YmI5ZjViXkEyXkFqcGdeQXVyMDk4MjU3NA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Raven Goodwin', 'DomiNque Perry', 'Omar Gooding', 'Mark Taylor']",['Comedy'],0.6075949367088608,0.42424242424242425
Sound of Christmas,TV-G,84.0,6.5,,"Drama, Music, Romance",2016.0,A piano teacher falls for a widower who's responsible for the impending closure of her music school.,Harvey Crossland,"Lindy Booth, Robin Dunne, Micah Kalisch, Kim Roberts, ","1,203",,"https://m.media-amazon.com/images/M/MV5BZjU3MTQyZTgtYjE5Zi00NmEyLTg1YjctNjliY2ZjNTcyZTdkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjAzMTcwODQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Lindy Booth', 'Robin Dunne', 'Micah Kalisch', 'Kim Roberts']","['Drama', 'Music', 'Romance']",0.6582278481012659,0.41919191919191917
Snow 2: Brain Freeze,,84.0,6.0,,"Family, Fantasy",2008.0,"It's three days before Christmas, and Nick Snowden forgets about spending early Christmas with his wife, Sandy due to pressure at work. After a fight, Nick walks through a magical mirror ...                See full summary »",Mark Rosman,"Tom Cavanagh, Ashley Williams, Lynley Hall, Janelle Cooper, ","1,154",,"https://m.media-amazon.com/images/M/MV5BNGJiNzk5YzAtNjhhZC00NzA1LWE4N2ItNzFhZDQ5Y2FiZjYzXkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Tom Cavanagh', 'Ashley Williams', 'Lynley Hall', 'Janelle Cooper']","['Family', 'Fantasy']",0.5949367088607596,0.41919191919191917
Best Christmas Party Ever,TV-G,84.0,6.3,,"Comedy, Drama, Romance",2014.0,A party planner is tasked with mentoring her boss's nephew who is set to take over the business.,John Bradshaw,"Torrey DeVitto, Steve Lund, Linda Thorson, Kalinka Petrie, ","2,048",,"https://m.media-amazon.com/images/M/MV5BZWUwOWJmOGItZmY1Zi00ZDliLTlhNjgtMzdhYzRhNmE2NGIwXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Torrey DeVitto', 'Steve Lund', 'Linda Thorson', 'Kalinka Petrie']","['Comedy', 'Drama', 'Romance']",0.6329113924050633,0.41919191919191917
Christmas Lucky Charm,,90.0,5.5,,"Comedy, Romance",2022.0,"Jessica becomes a good luck charm when each of her ex-boyfriends finds his perfect match and is married by Christmas. Despite swearing off of dating, it takes a handsome artist and gallery owner to make her believe in love again.",Amy Force,"Sugenja Sri, Adrian Spencer, Alanna LeVierge, Ish Morris, ",183,,"https://m.media-amazon.com/images/M/MV5BNzMwNjMyZDktZjQxZC00ZTEwLWFlZTMtMGZiNmM0ODU2NTM4XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Sugenja Sri', 'Adrian Spencer', 'Alanna LeVierge', 'Ish Morris']","['Comedy', 'Romance']",0.5316455696202532,0.4494949494949495
All I Want Is Christmas,TV-PG,100.0,5.4,,"Comedy, Family",2012.0,"A Christmas obsessed Jewish boy on his way to sunny Florida figures out how to get the Christmas of his dreams by trading airline tickets and places with another boy on his way to snowy Christmastown, WA.",Sue Corcoran,"Elliott Gould, David DeLuise, Elijah Nelson, Justin Thomas Howell, ",592,,"https://m.media-amazon.com/images/M/MV5BNDQ0OTYyNjA0N15BMl5BanBnXkFtZTgwOTk3NjkzMDE@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Elliott Gould', 'David DeLuise', 'Elijah Nelson', 'Justin Thomas Howell']","['Comedy', 'Family']",0.518987341772152,0.5
The Christmas Dance,,94.0,4.6,,"Drama, Family, Romance",2021.0,"Traumatized by her past, Christmas is not at the top of Sarah's list this time of year. However, waltzing through life's unexpected emergencies, she is taught the Christmas Dance.",Michael Arcell,"Brady Amaya, Richard Karn, Katherine Kelly Lang, Noah Nelson, ",283,,"https://m.media-amazon.com/images/M/MV5BNmRhOWFkZWYtY2UwNS00YTNmLTljNGQtYzE0NmQ5ZGQ2YjhmXkEyXkFqcGdeQXVyMTA5NDAxOTc1._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Brady Amaya', 'Richard Karn', 'Katherine Kelly Lang', 'Noah Nelson']","['Drama', 'Family', 'Romance']",0.4177215189873418,0.4696969696969697
A Twist of Christmas,TV-PG,87.0,6.4,,"Family, Romance",2018.0,"In the shopping frenzy before Christmas at a busy department store, two single parents are each left with the wrong gifts for their respective children after their bags get accidentally switched.",David Winning,"Vanessa Lachey, Brendon Zub, Rick Fox, Christian Convery, ",980,,"https://m.media-amazon.com/images/M/MV5BZTJiZmE4YTQtOWM1Mi00Yjk2LTkwMjMtZmNjMThlMDFhYTkzXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Vanessa Lachey', 'Brendon Zub', 'Rick Fox', 'Christian Convery']","['Family', 'Romance']",0.6455696202531647,0.43434343434343436
Christmas Hotel,TV-G,88.0,6.0,,"Comedy, Drama, Romance",2019.0,"A big city hotel manager learns that her hopes for a promotion are based on a return to her hometown to restructure a local establishment, which the townspeople are less than thrilled about.",Marla Sokoloff,"Tatyana Ali, Sean Patrick Thomas, Sheryl Lee Ralph, Erika Walter, ",516,,"https://m.media-amazon.com/images/M/MV5BNTJhNDEzNDUtNWEzZS00NzRlLTliMjMtNzQ5MmY1OThkOTUzXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Tatyana Ali', 'Sean Patrick Thomas', 'Sheryl Lee Ralph', 'Erika Walter']","['Comedy', 'Drama', 'Romance']",0.5949367088607596,0.4393939393939394
Love Affair,Approved,88.0,7.3,91.0,"Comedy, Drama, Romance",1939.0,A French playboy and an American former nightclub singer fall in love aboard a ship.,Leo McCarey,"Irene Dunne, Charles Boyer, Maria Ouspenskaya, Lee Bowman, ","6,198",,"https://m.media-amazon.com/images/M/MV5BZGE5NmQ2OWUtZmE5Ny00MThhLTkxMTEtZDJkNDcyYTM4Yjk3XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Irene Dunne', 'Charles Boyer', 'Maria Ouspenskaya', 'Lee Bowman']","['Comedy', 'Drama', 'Romance']",0.759493670886076,0.4393939393939394
Christmas Ransom,,84.0,4.7,,"Adventure, Comedy, Family",2022.0,"When a pair of bumbling crooks hijack the Harrington and Sons toy store, a pair of kids stumble into the heist and are forced to team up with a female security officer to save Christmas.",Adele Vuko,"Miranda Tapsell, Matt Okine, Geneviève Lemon, Bridie McKim, ",264,,"https://m.media-amazon.com/images/M/MV5BM2RkZGM1MGEtMThhNS00Njk2LTljYmUtOGNiMjkwNDc3ZWNmXkEyXkFqcGdeQXVyNjM5MTE4ODE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Miranda Tapsell', 'Matt Okine', 'Geneviève Lemon', 'Bridie McKim']","['Adventure', 'Comedy', 'Family']",0.4303797468354431,0.41919191919191917
A Fairly Odd Christmas,Approved,68.0,4.3,,"Comedy, Family, Fantasy",2012.0,"Timmy Turner been going overboard with his wish granting, and now that Christmas is just around the corner, there's almost nothing left for Santa to do! Now it's up to Timmy to save ...                See full summary »",Savage Steve Holland,"Drake Bell, Daniella Monet, David James Lewis, Daran Norris, ","1,025",,"https://m.media-amazon.com/images/M/MV5BMjMwODkyMDkzNV5BMl5BanBnXkFtZTcwOTYzMjgzOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Drake Bell', 'Daniella Monet', 'David James Lewis', 'Daran Norris']","['Comedy', 'Family', 'Fantasy']",0.379746835443038,0.3383838383838384
A Miracle on Christmas Lake,Not Rated,110.0,4.4,,"Family, Mystery, Sport",2016.0,"After the loss of his best friend on Christmas Eve, Bobby goes out onto the lake and makes a shocking discovery. When the land is bought, Bobby must rally the town to save it.",John Kissack,"Kristian Wang, Anne Hawthorne, Jayson Therrien, Siobhan Williams, ",290,,"https://m.media-amazon.com/images/M/MV5BZDQxODY1YjUtMjcyNC00Zjg3LTllNTMtZTQyY2ZhZThhNTk5XkEyXkFqcGdeQXVyMDc3ODUxNg@@._V1_UY209_CR11,0,140,209_AL_.jpg",Movie,"['Kristian Wang', 'Anne Hawthorne', 'Jayson Therrien', 'Siobhan Williams']","['Family', 'Mystery', 'Sport']",0.39240506329113933,0.5505050505050505
A Gingerbread Romance,TV-PG,90.0,5.5,,"Drama, Family, Romance",2018.0,"With Christmas just weeks away, the architecture firm Taylor works for enters her in a contest in which the teams will design and build life-sized gingerbread houses. After the contest, ...                See full summary »",Richard Gabai,"Tia Mowry, Duane Henry, Jordana Lajoie, Giles Panton, ",940,,"https://m.media-amazon.com/images/M/MV5BZTYyOTRhYTItYjgxYi00MDcyLTk1M2QtNjQzYzFlNzRmMGIwXkEyXkFqcGdeQXVyMjQ3NTEwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Tia Mowry', 'Duane Henry', 'Jordana Lajoie', 'Giles Panton']","['Drama', 'Family', 'Romance']",0.5316455696202532,0.4494949494949495
Staging Christmas,TV-G,85.0,5.5,,"Drama, Family, Romance",2019.0,A home stager looking to land a promotion offers to plan the company Christmas party in order to sway the boss' decision her way.,Amy Barrett,"Soleil Moon Frye, George Stults, Jaleel White, Mia Clark, ",564,,"https://m.media-amazon.com/images/M/MV5BNjE2MTQ3NzUtMTY0My00MDVmLTk0MTctMzFmYmNjOWU5ZmZiXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Soleil Moon Frye', 'George Stults', 'Jaleel White', 'Mia Clark']","['Drama', 'Family', 'Romance']",0.5316455696202532,0.42424242424242425
The Cheaters,Passed,87.0,6.8,,"Comedy, Drama, Romance",1945.0,"An eccentric wealthy family facing bankruptcy schemes to steal an inheritance, but an alcoholic ex-actor they take in for Christmas charity complicates their plan.",Joseph Kane,"Joseph Schildkraut, Billie Burke, Eugene Pallette, Ona Munson, ",826,,"https://m.media-amazon.com/images/M/MV5BYWQzYjVhNDQtYTRjNS00YTdlLTg3NzQtNjZiNDQ2MGIyMmRjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Joseph Schildkraut', 'Billie Burke', 'Eugene Pallette', 'Ona Munson']","['Comedy', 'Drama', 'Romance']",0.6962025316455697,0.43434343434343436
Christmas in Canaan,TV-PG,96.0,6.9,,"Drama, Family",2009.0,"DJ and Rodney don't like each other from the start; Rodney thinks DJ is an ignorant white farm boy, and DJ thinks Rodney acts too smart for his own good. After a school-bus scuffle between ...                See full summary »",Neill Fearnley,"Billy Ray Cyrus, Tom Heaton, Jaishon Fisher, Zak Ludwig, ",628,,"https://m.media-amazon.com/images/M/MV5BMTI3NDk1MDY1NF5BMl5BanBnXkFtZTcwMTI4OTEyMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Billy Ray Cyrus', 'Tom Heaton', 'Jaishon Fisher', 'Zak Ludwig']","['Drama', 'Family']",0.708860759493671,0.4797979797979798
Christmas at the Greenbrier,,90.0,7.4,,"Comedy, Drama, Romance",2022.0,"Alicia Leigh Willis (""General Hospital"") plays widowed mother Abby, while Josh Murray plays Ben, a former professional football player. The two dated previously but ended their relationship...                See full summary »",Steven Daniels,"Alicia Leigh Willis, Josh Murray, Barbara Zablocky, Teresa Ambler, ",64,,"https://m.media-amazon.com/images/M/MV5BMWYzMmMyNDQtOWI4ZS00N2Q5LWFiNDctYTdlZWFhNjVhY2Y4XkEyXkFqcGdeQXVyMTA1MzY0MTc2._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Alicia Leigh Willis', 'Josh Murray', 'Barbara Zablocky', 'Teresa Ambler']","['Comedy', 'Drama', 'Romance']",0.7721518987341773,0.4494949494949495
I'm Not Ready for Christmas,TV-G,84.0,6.0,,"Comedy, Drama, Family",2015.0,"Holly's world is turned upside down when her niece's wish to Santa Claus comes true and she cannot tell a lie. As her career and love life go into disarray, she must learn to judge between the truth and what is right.",Sam Irvin,"Alicia Witt, George Stults, Brigid Brannagh, Mia Bagley, ","2,132",,"https://m.media-amazon.com/images/M/MV5BMjI3NzUwMzI4OV5BMl5BanBnXkFtZTgwNjIwMTQ2ODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Alicia Witt', 'George Stults', 'Brigid Brannagh', 'Mia Bagley']","['Comedy', 'Drama', 'Family']",0.5949367088607596,0.41919191919191917
The Borrowed Christmas,Not Rated,95.0,4.1,,"Drama, Family",2014.0,"""The Borrowed Christmas"" is the new family movie by Rossetti Productions. John Dale has everything. Money, notoriety, the biggest house in town. But what he really wants, is a good, old ...                See full summary »",Chip Rossetti,"Sherry Morris, Jeff Rose, Craig Bryant Belwood, Diana Schmitt, ",204,,"https://m.media-amazon.com/images/M/MV5BMTc0NDU1NDg2Ml5BMl5BanBnXkFtZTgwMDUwOTMxMjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Sherry Morris', 'Jeff Rose', 'Craig Bryant Belwood', 'Diana Schmitt']","['Drama', 'Family']",0.35443037974683544,0.47474747474747475
Every Day Is Christmas,TV-PG,85.0,5.9,,"Drama, Fantasy, Romance",2018.0,"Ruthless businesswoman Alexis is visited by her deceased mother in a reimagining of ""A Christmas Carol"".",David Weaver,"Toni Braxton, Gloria Reuben, Michael Jai White, Andrew Airlie, ",567,,"https://m.media-amazon.com/images/M/MV5BNTc5NGE3ZTYtMzcwNy00ZjI1LTk1YTEtNzY5MWJjYzljMTNjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Toni Braxton', 'Gloria Reuben', 'Michael Jai White', 'Andrew Airlie']","['Drama', 'Fantasy', 'Romance']",0.5822784810126583,0.42424242424242425
Candy Cane Candidate,,88.0,5.4,,"Comedy, Romance",2021.0,"After her political campaign for city council ends in a landslide loss, Julia returns to her hometown for Christmas to drown her sorrows.",Pat Kiely,"Jacky Lai, Jake Epstein, Edwina Renout, Henry Kwok, ",430,,"https://m.media-amazon.com/images/M/MV5BNTA3Yzg1ZTQtYTBkZC00NWIzLTg0NWUtYzM3NzJhODgzMmU1XkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Jacky Lai', 'Jake Epstein', 'Edwina Renout', 'Henry Kwok']","['Comedy', 'Romance']",0.518987341772152,0.4393939393939394
Gift of the Magi,Not Rated,85.0,5.4,,"Drama, Romance",2010.0,"Newlywed true lovers Jim and Della Young can barely afford moving into to their new apartment, especially when the second-hand car breaks down. They agree not to buy Chrismas presents that ...                See full summary »",Lisa Mulcahy,"Marla Sokoloff, Mark Webber, Michelle Beamish, Glynis Casson, ",547,,"https://m.media-amazon.com/images/M/MV5BMTQ1MTA4NTI1M15BMl5BanBnXkFtZTcwNTkxODU4Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Marla Sokoloff', 'Mark Webber', 'Michelle Beamish', 'Glynis Casson']","['Drama', 'Romance']",0.518987341772152,0.42424242424242425
Christmas Trade,Not Rated,99.0,5.0,,"Comedy, Family",2015.0,"A week before Christmas, a workaholic widower and his 11-year-old son get a shock when their wish unexpectedly comes true.",Joel Souza,"William Baldwin, Denise Richards, Michael Campion, Tom Arnold, ",590,,"https://m.media-amazon.com/images/M/MV5BMTQ2MzMyODQzOF5BMl5BanBnXkFtZTgwNDM3NDkyNzE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['William Baldwin', 'Denise Richards', 'Michael Campion', 'Tom Arnold']","['Comedy', 'Family']",0.4683544303797469,0.494949494949495
48 Christmas Wishes,TV-G,84.0,3.9,,"Animation, Adventure, Comedy",2017.0,"For the first time ever, two junior Elves have to leave home after losing an entire town's letters to Santa. While attempting to blend into small town life, they set out to retrieve every missing wish before Christmas Eve.",Marco Deufemia,"Justin G. Dyck, Madeline Leon, Liam MacDonald, Clara Kushnir, Ethan Yang, ","1,242",,"https://m.media-amazon.com/images/M/MV5BMjI4ZDhlNzQtNjE3OC00YTdlLThiZWUtZmYzNzAwYmQzZDI3XkEyXkFqcGdeQXVyODA3NTIyMjM@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Justin G. Dyck', 'Madeline Leon', 'Liam MacDonald', 'Clara Kushnir', 'Ethan Yang']","['Animation', 'Adventure', 'Comedy']",0.3291139240506329,0.41919191919191917
Christmas Coupon,Not Rated,92.0,3.4,,"Comedy, Family, Romance",2019.0,Alison Grant begins teaching ice skating students on a friend's frozen pond after being fired from her rink job. On the first day of class her old high school sweetheart and now famous ...                See full summary »,Daniel Knudsen,"Courtney Mathews, Aaron Noble, Robert Laenen, Sheena Monnin, ",254,,"https://m.media-amazon.com/images/M/MV5BNWY4YmQxZjctZTVhYi00NTllLThmNmMtMTdmNDVhYTEwMWFmXkEyXkFqcGdeQXVyNjYzMTc3MDg@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Courtney Mathews', 'Aaron Noble', 'Robert Laenen', 'Sheena Monnin']","['Comedy', 'Family', 'Romance']",0.26582278481012656,0.4595959595959596
